sheet_row,old_job_number,agreement,client_type,council,job_sequence,lot_label,lot_number,notes,old_number_shared,postcode,project_number,project_type,respelled,skip_reason,source_stage,street,street_2,street_number,suburb,title_type,json
476,2079,PWA,Developer,City of Marion,2,Res 2,,,,5158,1088,residential,"{'suburb': ""O'Halloran Hill""}",,,Bluehills RD,Res 2,50,O'halloran Hill,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Marion"",""job_sequence"":2,""lot_label"":""Res 2"",""postcode"":""5158"",""project_number"":1088,""project_type"":""residential"",""respelled"":{""suburb"":""O'Halloran Hill""},""street"":""Bluehills RD"",""street_2"":""Res 2"",""street_number"":""50"",""suburb"":""O'halloran Hill""}"
477,2080,PWA,Developer,City of Marion,3,Res 3,,,,5158,1088,residential,"{'suburb': ""O'Halloran Hill""}",,,Bluehills RD,Res 3,50,O'halloran Hill,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Marion"",""job_sequence"":3,""lot_label"":""Res 3"",""postcode"":""5158"",""project_number"":1088,""project_type"":""residential"",""respelled"":{""suburb"":""O'Halloran Hill""},""street"":""Bluehills RD"",""street_2"":""Res 3"",""street_number"":""50"",""suburb"":""O'halloran Hill""}"
478,2081,PWA,Developer,City of Marion,4,Res 4,,,,5158,1088,residential,"{'suburb': ""O'Halloran Hill""}",,,Bluehills RD,Res 4,50,O'halloran Hill,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""City of Marion"",""job_sequence"":4,""lot_label"":""Res 4"",""postcode"":""5158"",""project_number"":1088,""project_type"":""residential"",""respelled"":{""suburb"":""O'Halloran Hill""},""street"":""Bluehills RD"",""street_2"":""Res 4"",""street_number"":""50"",""suburb"":""O'halloran Hill""}"
479,2082,PWA,Retail,City of Salisbury,1,,,,,5096,1089,residential,,,,Bayview Rd,,36,Gulfview Heights,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Salisbury"",""job_sequence"":1,""postcode"":""5096"",""project_number"":1089,""project_type"":""residential"",""street"":""Bayview Rd"",""street_number"":""36"",""suburb"":""Gulfview Heights""}"
480,2083,PWA,,City of Onkaparinga,1,Res 1,,,,5159,1090,residential,{'suburb': 'Happy valley'},,,Jennifer Ave,Res 1,22,Happy Valley,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":1,""lot_label"":""Res 1"",""postcode"":""5159"",""project_number"":1090,""project_type"":""residential"",""respelled"":{""suburb"":""Happy valley""},""street"":""Jennifer Ave"",""street_2"":""Res 1"",""street_number"":""22"",""suburb"":""Happy Valley""}"
481,2084,PWA,Developer,Campbelltown City Council,1,Res 1,,,,5076,1091,residential,,,,Montacute Rd,Res 1,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":1,""lot_label"":""Res 1"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 1"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
482,2085,PWA,Developer,Campbelltown City Council,2,Res 2,,,,5076,1091,residential,,,,Montacute Rd,Res 2,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":2,""lot_label"":""Res 2"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 2"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
483,2086,PWA,Developer,Campbelltown City Council,3,Res 3,,,,5076,1091,residential,,,,Montacute Rd,Res 3,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":3,""lot_label"":""Res 3"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 3"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
484,2087,PWA,Developer,Campbelltown City Council,4,Res 4,,,,5076,1091,residential,,,,Montacute Rd,Res 4,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":4,""lot_label"":""Res 4"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 4"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
485,2088,PWA,Developer,Campbelltown City Council,5,Res 5,,,,5076,1091,residential,,,,Montacute Rd,Res 5,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":5,""lot_label"":""Res 5"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 5"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
486,2089,PWA,Developer,Campbelltown City Council,6,Res 6,,,,5076,1091,residential,,,,Montacute Rd,Res 6,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":6,""lot_label"":""Res 6"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 6"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
487,2090,PWA,Developer,Campbelltown City Council,7,Res 7,,,,5076,1091,residential,,,,Montacute Rd,Res 7,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":7,""lot_label"":""Res 7"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 7"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
488,2091,PWA,Developer,Campbelltown City Council,8,Res 8,,,,5076,1091,residential,,,,Montacute Rd,Res 8,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":8,""lot_label"":""Res 8"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 8"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
489,2092,PWA,Developer,Campbelltown City Council,9,Res 9,,,,5076,1091,residential,,,,Montacute Rd,Res 9,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":9,""lot_label"":""Res 9"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 9"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
490,2093,PWA,Developer,Campbelltown City Council,10,Res 10,,,,5076,1091,residential,,,,Montacute Rd,Res 10,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":10,""lot_label"":""Res 10"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 10"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
491,2094,PWA,Developer,Campbelltown City Council,11,Res 11,,,,5076,1091,residential,,,,Montacute Rd,Res 11,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":11,""lot_label"":""Res 11"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 11"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
492,2095,PWA,Developer,Campbelltown City Council,12,Res 12,,,,5076,1091,residential,,,,Montacute Rd,Res 12,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":12,""lot_label"":""Res 12"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 12"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
493,2096,PWA,Developer,Campbelltown City Council,13,Res 13,,,,5076,1091,residential,,,,Montacute Rd,Res 13,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":13,""lot_label"":""Res 13"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 13"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
494,2097,PWA,Developer,Campbelltown City Council,14,Res 14,,,,5076,1091,residential,,,,Montacute Rd,Res 14,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":14,""lot_label"":""Res 14"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 14"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
495,2098,PWA,Developer,Campbelltown City Council,15,Res 15,,,,5076,1091,residential,,,,Montacute Rd,Res 15,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":15,""lot_label"":""Res 15"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 15"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
496,2099,PWA,Developer,Campbelltown City Council,16,Res 16,,,,5076,1091,residential,,,,Montacute Rd,Res 16,337&339,Athelstone,,"{""agreement"":""PWA"",""client_type"":""Developer"",""council"":""Campbelltown City Council"",""job_sequence"":16,""lot_label"":""Res 16"",""postcode"":""5076"",""project_number"":1091,""project_type"":""residential"",""street"":""Montacute Rd"",""street_2"":""Res 16"",""street_number"":""337&339"",""suburb"":""Athelstone""}"
497,2100,PWA,,City of Onkaparinga,1,Res 1,,,,5159,1092,residential,,,,Budapest Rd,Res 1,7,Aberfoyle Park,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":1,""lot_label"":""Res 1"",""postcode"":""5159"",""project_number"":1092,""project_type"":""residential"",""street"":""Budapest Rd"",""street_2"":""Res 1"",""street_number"":""7"",""suburb"":""Aberfoyle Park""}"
498,2101,PWA,,City of Onkaparinga,2,Res 2,,,,5159,1092,residential,,,,Budapest Rd,Res 2,7,Aberfoyle Park,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":2,""lot_label"":""Res 2"",""postcode"":""5159"",""project_number"":1092,""project_type"":""residential"",""street"":""Budapest Rd"",""street_2"":""Res 2"",""street_number"":""7"",""suburb"":""Aberfoyle Park""}"
499,2102,PWA,,City of Onkaparinga,3,Res 3,,,,5159,1092,residential,,,,Budapest Rd,Res 3,7,Aberfoyle Park,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":3,""lot_label"":""Res 3"",""postcode"":""5159"",""project_number"":1092,""project_type"":""residential"",""street"":""Budapest Rd"",""street_2"":""Res 3"",""street_number"":""7"",""suburb"":""Aberfoyle Park""}"
500,2103,PWA,,City of Onkaparinga,4,Res 4,,,,5159,1092,residential,,,,Budapest Rd,Res 4,7,Aberfoyle Park,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":4,""lot_label"":""Res 4"",""postcode"":""5159"",""project_number"":1092,""project_type"":""residential"",""street"":""Budapest Rd"",""street_2"":""Res 4"",""street_number"":""7"",""suburb"":""Aberfoyle Park""}"
501,2104,PWA,,City of Onkaparinga,5,Res 5,,,,5159,1092,residential,,,,Budapest Rd,Res 5,7,Aberfoyle Park,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":5,""lot_label"":""Res 5"",""postcode"":""5159"",""project_number"":1092,""project_type"":""residential"",""street"":""Budapest Rd"",""street_2"":""Res 5"",""street_number"":""7"",""suburb"":""Aberfoyle Park""}"
502,2105,PWA,,City of Onkaparinga,6,Res 6,,,,5159,1092,residential,,,,Budapest Rd,Res 6,7,Aberfoyle Park,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":6,""lot_label"":""Res 6"",""postcode"":""5159"",""project_number"":1092,""project_type"":""residential"",""street"":""Budapest Rd"",""street_2"":""Res 6"",""street_number"":""7"",""suburb"":""Aberfoyle Park""}"
503,2106,PWA,Retail,City of Onkaparinga,2,Res 1,,,,5159,1090,residential,{'suburb': 'Happy valley'},,,Jennifer Ave,Res 1,22,Happy Valley,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Onkaparinga"",""job_sequence"":2,""lot_label"":""Res 1"",""postcode"":""5159"",""project_number"":1090,""project_type"":""residential"",""respelled"":{""suburb"":""Happy valley""},""street"":""Jennifer Ave"",""street_2"":""Res 1"",""street_number"":""22"",""suburb"":""Happy Valley""}"
504,2107,PWA,Retail,City of Onkaparinga,3,Res 2,,,,5159,1090,residential,{'suburb': 'Happy valley'},,,Jennifer Ave,Res 2,22,Happy Valley,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Onkaparinga"",""job_sequence"":3,""lot_label"":""Res 2"",""postcode"":""5159"",""project_number"":1090,""project_type"":""residential"",""respelled"":{""suburb"":""Happy valley""},""street"":""Jennifer Ave"",""street_2"":""Res 2"",""street_number"":""22"",""suburb"":""Happy Valley""}"
505,2108,PWA,Retail,City of Onkaparinga,4,Res 3,,,,5159,1090,residential,{'suburb': 'Happy valley'},,,Jennifer Ave,Res 3,22,Happy Valley,,"{""agreement"":""PWA"",""client_type"":""Retail"",""council"":""City of Onkaparinga"",""job_sequence"":4,""lot_label"":""Res 3"",""postcode"":""5159"",""project_number"":1090,""project_type"":""residential"",""respelled"":{""suburb"":""Happy valley""},""street"":""Jennifer Ave"",""street_2"":""Res 3"",""street_number"":""22"",""suburb"":""Happy Valley""}"
506,2109,PWA,,City of Onkaparinga,1,Res 1,,,,5164,1093,residential,,,,Osmund Cres,Res 1,2,Christie Downs,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":1,""lot_label"":""Res 1"",""postcode"":""5164"",""project_number"":1093,""project_type"":""residential"",""street"":""Osmund Cres"",""street_2"":""Res 1"",""street_number"":""2"",""suburb"":""Christie Downs""}"
507,2110,PWA,,City of Onkaparinga,2,Res 2,,,,5164,1093,residential,,,,Osmund Cres,Res 2,2,Christie Downs,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":2,""lot_label"":""Res 2"",""postcode"":""5164"",""project_number"":1093,""project_type"":""residential"",""street"":""Osmund Cres"",""street_2"":""Res 2"",""street_number"":""2"",""suburb"":""Christie Downs""}"
508,2111,PWA,,City of Onkaparinga,3,Res 3,,,,5164,1093,residential,,,,Osmund Cres,Res 3,2,Christie Downs,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":3,""lot_label"":""Res 3"",""postcode"":""5164"",""project_number"":1093,""project_type"":""residential"",""street"":""Osmund Cres"",""street_2"":""Res 3"",""street_number"":""2"",""suburb"":""Christie Downs""}"
509,2112,PWA,,City of Onkaparinga,4,Res 4,,,,5164,1093,residential,,,,Osmund Cres,Res 4,2,Christie Downs,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":4,""lot_label"":""Res 4"",""postcode"":""5164"",""project_number"":1093,""project_type"":""residential"",""street"":""Osmund Cres"",""street_2"":""Res 4"",""street_number"":""2"",""suburb"":""Christie Downs""}"
510,2113,PWA,,City of Onkaparinga,5,Res 5,,,,5164,1093,residential,,,,Osmund Cres,Res 5,2,Christie Downs,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":5,""lot_label"":""Res 5"",""postcode"":""5164"",""project_number"":1093,""project_type"":""residential"",""street"":""Osmund Cres"",""street_2"":""Res 5"",""street_number"":""2"",""suburb"":""Christie Downs""}"
511,2114,PWA,,City of Onkaparinga,1,Res 1,,,,5159,1094,residential,{'suburb': 'Happy valley'},,,Tatiara Rd,Res 1,7,Happy Valley,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":1,""lot_label"":""Res 1"",""postcode"":""5159"",""project_number"":1094,""project_type"":""residential"",""respelled"":{""suburb"":""Happy valley""},""street"":""Tatiara Rd"",""street_2"":""Res 1"",""street_number"":""7"",""suburb"":""Happy Valley""}"
512,2115,PWA,,City of Onkaparinga,2,Res 2,,,,5159,1094,residential,{'suburb': 'Happy valley'},,,Tatiara Rd,Res 2,7,Happy Valley,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":2,""lot_label"":""Res 2"",""postcode"":""5159"",""project_number"":1094,""project_type"":""residential"",""respelled"":{""suburb"":""Happy valley""},""street"":""Tatiara Rd"",""street_2"":""Res 2"",""street_number"":""7"",""suburb"":""Happy Valley""}"
513,2116,PWA,,City of Onkaparinga,3,Res 3,,,,5159,1094,residential,{'suburb': 'Happy valley'},,,Tatiara Rd,Res 3,7,Happy Valley,,"{""agreement"":""PWA"",""council"":""City of Onkaparinga"",""job_sequence"":3,""lot_label"":""Res 3"",""postcode"":""5159"",""project_number"":1094,""project_type"":""residential"",""respelled"":{""suburb"":""Happy valley""},""street"":""Tatiara Rd"",""street_2"":""Res 3"",""street_number"":""7"",""suburb"":""Happy Valley""}"
514,2146,PWA,,Campbelltown City Council,1,Lot 46,46,,,5074,1095,residential,,,,Deans Road,,3,Campbelltown,,"{""agreement"":""PWA"",""council"":""Campbelltown City Council"",""job_sequence"":1,""lot_label"":""Lot 46"",""lot_number"":""46"",""postcode"":""5074"",""project_number"":1095,""project_type"":""residential"",""street"":""Deans Road"",""street_number"":""3"",""suburb"":""Campbelltown""}"
